,loss
0,2.9072682857513428
1,2.1504063606262207
2,1.6351344585418701
3,1.464863657951355
4,1.4000935554504395
5,1.3693358898162842
6,1.3503597974777222
7,1.3382257223129272
8,1.3313812017440796
9,1.3239245414733887
10,1.318020224571228
11,1.3149315118789673
12,1.3111320734024048
13,1.307645559310913
14,1.3063253164291382
15,1.3034662008285522
16,1.2991368770599365
17,1.2942441701889038
18,1.293540358543396
19,1.2872270345687866
20,1.2829166650772095
21,1.280618667602539
22,1.2760921716690063
23,1.2756837606430054
24,1.2706242799758911
25,1.2670403718948364
26,1.2648847103118896
27,1.2602065801620483
28,1.259287714958191
29,1.2573456764221191
30,1.2550097703933716
31,1.2528977394104004
32,1.2493524551391602
33,1.2480403184890747
34,1.2444896697998047
35,1.2432198524475098
36,1.2415118217468262
37,1.239288330078125
38,1.2365728616714478
39,1.2349894046783447
40,1.2303727865219116
41,1.2303725481033325
42,1.22886323928833
43,1.2261110544204712
44,1.22533118724823
45,1.2234388589859009
46,1.220473051071167
47,1.2174631357192993
48,1.216447353363037
49,1.2127786874771118
50,1.210562825202942
51,1.2092729806900024
52,1.2062801122665405
53,1.2036118507385254
54,1.2013798952102661
55,1.1992906332015991
56,1.1951868534088135
57,1.193117618560791
58,1.188524842262268
59,1.1851787567138672
60,1.181899905204773
61,1.1772782802581787
62,1.1730397939682007
63,1.169533610343933
64,1.1650712490081787
65,1.1599587202072144
66,1.1550289392471313
67,1.1494529247283936
68,1.1415315866470337
69,1.1350066661834717
70,1.1275227069854736
71,1.1209511756896973
72,1.1121330261230469
73,1.1020272970199585
74,1.0933958292007446
75,1.083633303642273
76,1.0742295980453491
77,1.0642883777618408
78,1.0498732328414917
79,1.037522554397583
80,1.0241491794586182
81,1.008469581604004
82,0.9946336150169373
83,0.9812161326408386
84,0.9682860374450684
85,0.9535027742385864
86,0.9405203461647034
87,0.9220908284187317
88,0.9038286805152893
89,0.8871996402740479
90,0.8736234903335571
91,0.8592612147331238
92,0.8412854075431824
93,0.8260862827301025
94,0.81073397397995
95,0.7963709235191345
96,0.7800790071487427
97,0.7686430215835571
98,0.7515483498573303
99,0.7353312969207764
100,0.7217069268226624
101,0.7093918919563293
102,0.695005476474762
103,0.6850322484970093
104,0.670356035232544
105,0.6561306715011597
106,0.6483206152915955
107,0.636542797088623
108,0.6232983469963074
109,0.60933917760849
110,0.6013110876083374
111,0.5945596098899841
112,0.5835540294647217
113,0.5747689008712769
114,0.5652920603752136
115,0.5561448931694031
116,0.546764075756073
117,0.5407118797302246
118,0.5297892093658447
119,0.5216222405433655
120,0.5151745676994324
121,0.5099242925643921
122,0.5035927891731262
123,0.49416983127593994
124,0.4884850084781647
125,0.4849172830581665
126,0.4759718179702759
127,0.4668700695037842
128,0.4650472402572632
129,0.45748862624168396
130,0.4568748474121094
131,0.45171138644218445
132,0.44704076647758484
133,0.43986430764198303
134,0.4380001723766327
135,0.4335671365261078
136,0.42810219526290894
137,0.42754995822906494
138,0.421616792678833
139,0.4195510745048523
140,0.41621047258377075
141,0.41099122166633606
142,0.410123348236084
143,0.4079118072986603
144,0.4042896032333374
145,0.39681199193000793
146,0.39643219113349915
147,0.3884119987487793
148,0.3884846568107605
149,0.3880174458026886
150,0.3876340985298157
151,0.3828037679195404
152,0.38157129287719727
153,0.379183292388916
154,0.37352776527404785
155,0.3718760907649994
156,0.3731173574924469
157,0.36762210726737976
158,0.3684028089046478
159,0.3667374849319458
160,0.36461561918258667
161,0.35974636673927307
162,0.35839468240737915
163,0.35772666335105896
164,0.35377275943756104
165,0.3535710275173187
166,0.34936460852622986
167,0.3490445613861084
168,0.34765565395355225
169,0.3478482961654663
170,0.34593918919563293
171,0.34438127279281616
172,0.34427326917648315
173,0.3425760269165039
174,0.33702552318573
175,0.3362208604812622
176,0.33309316635131836
177,0.3369326591491699
178,0.3311126232147217
179,0.33475902676582336
180,0.327756404876709
181,0.3313823342323303
182,0.3283948600292206
183,0.32710182666778564
184,0.32438230514526367
185,0.3238922357559204
186,0.3259349465370178
187,0.32271629571914673
188,0.3255988657474518
189,0.3235361874103546
190,0.32241612672805786
191,0.32460007071495056
192,0.32089364528656006
193,0.31953340768814087
194,0.31862589716911316
195,0.3155534267425537
196,0.3176994025707245
197,0.31515392661094666
198,0.3161962926387787
199,0.3116007447242737
200,0.31194746494293213
201,0.3095632493495941
202,0.30899959802627563
203,0.3074587285518646
204,0.30769380927085876
205,0.30610471963882446
206,0.30658403038978577
207,0.3049211800098419
208,0.3067030608654022
209,0.30585065484046936
210,0.30341923236846924
211,0.3022248148918152
212,0.29965195059776306
213,0.3002561926841736
214,0.30176249146461487
215,0.30081793665885925
216,0.30162566900253296
217,0.3007967174053192
218,0.2977648377418518
219,0.2982589304447174
220,0.2962741553783417
221,0.2933957576751709
222,0.2971199154853821
223,0.29612427949905396
224,0.2927231788635254
225,0.29464027285575867
226,0.2914554178714752
227,0.2937861979007721
228,0.2938591241836548
229,0.29193875193595886
230,0.2920193374156952
231,0.2919122278690338
232,0.28983020782470703
233,0.28998222947120667
234,0.28767967224121094
235,0.28881940245628357
236,0.28903698921203613
237,0.28618746995925903
238,0.2867141664028168
239,0.2863890528678894
240,0.28577619791030884
241,0.2834304869174957
242,0.2822223901748657
243,0.28359776735305786
244,0.281823992729187
245,0.2817217707633972
246,0.28155046701431274
247,0.2799808084964752
248,0.27897122502326965
249,0.2810814082622528
250,0.27838170528411865
251,0.27923017740249634
252,0.27789992094039917
253,0.27828237414360046
254,0.2790408134460449
255,0.276791512966156
256,0.2770167887210846
257,0.27553826570510864
258,0.27663087844848633
259,0.27692651748657227
260,0.27786001563072205
261,0.27736395597457886
262,0.27665388584136963
263,0.27560922503471375
264,0.2752123177051544
265,0.2722615897655487
266,0.2732242941856384
267,0.27129748463630676
268,0.2748088538646698
269,0.2705545723438263
270,0.26876258850097656
271,0.2667434811592102
272,0.26932063698768616
273,0.26841965317726135
274,0.26883015036582947
275,0.2693316340446472
276,0.26408088207244873
277,0.26499074697494507
278,0.26761960983276367
279,0.2666535973548889
280,0.2651737630367279
281,0.2672949731349945
282,0.26871827244758606
283,0.2686693072319031
284,0.2623109519481659
285,0.26389575004577637
286,0.2660561800003052
287,0.2679680585861206
288,0.2656329274177551
289,0.26449325680732727
290,0.2614438533782959
291,0.2618565559387207
292,0.2598797082901001
293,0.25879791378974915
294,0.26110196113586426
295,0.2599889636039734
296,0.26078081130981445
297,0.2627197802066803
298,0.2581735849380493
299,0.26148971915245056
300,0.25940126180648804
301,0.2579517364501953
302,0.26002728939056396
303,0.2591894865036011
304,0.25996294617652893
