,loss
0,2.532703399658203
1,1.7168402671813965
2,1.460447907447815
3,1.3851484060287476
4,1.3547409772872925
5,1.3380359411239624
6,1.3296979665756226
7,1.3190304040908813
8,1.3141825199127197
9,1.3073004484176636
10,1.3014036417007446
11,1.2972242832183838
12,1.2924859523773193
13,1.2880522012710571
14,1.2840182781219482
15,1.2798776626586914
16,1.2758170366287231
17,1.2698571681976318
18,1.268044114112854
19,1.264613389968872
20,1.2617443799972534
21,1.2584431171417236
22,1.2546132802963257
23,1.251343846321106
24,1.247810959815979
25,1.2486308813095093
26,1.2424768209457397
27,1.2408708333969116
28,1.238063931465149
29,1.2352012395858765
30,1.2340033054351807
31,1.2295410633087158
32,1.2286101579666138
33,1.2269960641860962
34,1.2239619493484497
35,1.2203689813613892
36,1.2174780368804932
37,1.2145429849624634
38,1.2129318714141846
39,1.2085853815078735
40,1.2052301168441772
41,1.2012003660202026
42,1.2001934051513672
43,1.1946971416473389
44,1.190915584564209
45,1.1872127056121826
46,1.1804819107055664
47,1.1759876012802124
48,1.170345425605774
49,1.1648838520050049
50,1.1580148935317993
51,1.1520862579345703
52,1.1420503854751587
53,1.133163332939148
54,1.1274700164794922
55,1.114655613899231
56,1.1034965515136719
57,1.092348575592041
58,1.0783658027648926
59,1.06946861743927
60,1.0545369386672974
61,1.0401617288589478
62,1.022215485572815
63,1.0071700811386108
64,0.9922392964363098
65,0.9732125401496887
66,0.9569749236106873
67,0.9406306743621826
68,0.9205183982849121
69,0.9043792486190796
70,0.8849928975105286
71,0.8669226765632629
72,0.8511236906051636
73,0.8326399922370911
74,0.8159710168838501
75,0.8001136779785156
76,0.783558189868927
77,0.769257664680481
78,0.7549706697463989
79,0.7351720333099365
80,0.7235501408576965
81,0.7100539803504944
82,0.6965590715408325
83,0.68161541223526
84,0.6672041416168213
85,0.6563082337379456
86,0.6481142044067383
87,0.6327191591262817
88,0.6212799549102783
89,0.6099269986152649
90,0.5995897650718689
91,0.5877506732940674
92,0.5782250165939331
93,0.5721139311790466
94,0.5632467865943909
95,0.5543052554130554
96,0.5496310591697693
97,0.5392204523086548
98,0.528375506401062
99,0.5238634347915649
100,0.5161677598953247
101,0.5071211457252502
102,0.4975092113018036
103,0.4950747489929199
104,0.4917876124382019
105,0.48232439160346985
106,0.4737858474254608
107,0.46872106194496155
108,0.4629996120929718
109,0.46197858452796936
110,0.4580705463886261
111,0.45410192012786865
112,0.4448908567428589
113,0.43921226263046265
114,0.43862542510032654
115,0.43335628509521484
116,0.42970529198646545
117,0.42618393898010254
118,0.4218463599681854
119,0.4191177785396576
120,0.412927508354187
121,0.4121791124343872
122,0.4092238247394562
123,0.40456536412239075
124,0.40285930037498474
125,0.3983602523803711
126,0.39521798491477966
127,0.3941587507724762
128,0.392372727394104
129,0.3862605094909668
130,0.3820807635784149
131,0.38488078117370605
132,0.3794092833995819
133,0.37163087725639343
134,0.376430869102478
135,0.3745787739753723
136,0.36918866634368896
137,0.36907869577407837
138,0.36987802386283875
139,0.3655630052089691
140,0.3629651665687561
141,0.36233100295066833
142,0.3593878746032715
143,0.35818538069725037
144,0.3602544367313385
145,0.355411559343338
146,0.35387808084487915
147,0.349874347448349
148,0.3519855737686157
149,0.35344210267066956
150,0.34622442722320557
151,0.3423413634300232
152,0.34096670150756836
153,0.34232163429260254
154,0.34103989601135254
155,0.3401053845882416
156,0.3383212089538574
157,0.3349973261356354
158,0.33355799317359924
159,0.3310382664203644
160,0.3321746289730072
161,0.33465445041656494
162,0.3347226679325104
