,loss
0,20.63874626159668
1,19.838701248168945
2,19.310861587524414
3,18.927156448364258
4,18.636051177978516
5,18.407939910888672
6,18.22512435913086
7,18.076648712158203
8,17.961362838745117
9,17.869674682617188
10,17.801490783691406
11,17.749771118164062
12,17.71207618713379
13,17.681861877441406
14,17.65825080871582
15,17.637365341186523
16,17.618799209594727
17,17.60226821899414
18,17.587434768676758
19,17.571901321411133
